TEXT,LABEL
The Effect of Dietary Carbohydrate and Fat Manipulation on the Metabolome and Markers of Glucose and Insulin Metabolism: A Randomised Parallel Trial,Randomised controlled trial
"showed that elevated HDL cholesterol levels can reduce certain cardiovascular risk factors.However, the mechanism underlying the significant increase in the HDL-C level of subjects under going the low-carbohydrate diet intervention is still not clear, and more research on the underlying mechanism is needed.",Non-randomised controlled trial
"Recent clinical trials exploring the use of various formulations of multistrain probiotics over 12-week periods resulted in significant reductions in HbA1c levels in subjects with T2D [10,29,30].",Randomised controlled trial
"The exclusion criteria were (i) untreated endocrine diseases causing obesity, (ii) portable electric devices, (iii) diagnosis of previous cardiovascular events (acute myocardial infarction or coronary syndrome, heart failure) or cancer, and (iv) earlier treatment with hormone, prebiotics, probiotics, or nutritional supplements.",Cohort study
"Between-group body weight was similar at 12-wk follow-up (control group, 94.7 Â± 2.21 kg; avocado group, 95.5 Â± 2.37 kg; P = 0.80).",Randomised controlled trial
"FBG did not change (p > 0.05) with the intervention in the placebo (baseline: 87 Â± 10 mg/dL, 6 weeks: 85 Â± 8 mg/dL) or inulin (baseline: 94 Â± 10, 6 weeks: 97 Â± 13 mg/dL) group.",Randomised controlled trial
"These data from the HMDP mouse cohort study further support the association between IR and BCAA catabolic gene expression observed in the human population, substantiating a common genetic feature related to the BCAA catabolic pathway in diabetes.",Cohort study
Simple random sampling without replacement technique was used to collect samples.,Randomised controlled trial
UniFrac distance-based principal coordinate analysis (PCoA) was used to reveal distinct clustering of intestinal microbial communities in each experimental group.,"Animal research, In vivo studies"
Significant variations also occurred in the fecal metabolite composition of captive Bengal slow lorises after dietary intervention.,Cohort study
"When administered to strain AÃB19 by gavage, the dietary response was significantly blunted for obesity, plasma lipids, and insulin resistance.","Animal research, In vivo studies"
"According to data provided by the China National Bureau of Statistics, the country was classified into four strata based on economy and social development: large cities, medium and small cities, ordinary rural areas, and poor rural areas.13 Subjects were recruited to the study using a stratified multistage cluster and probability proportional to size sampling design, which has been described previously.14 Questionnaires were used to collect information on demographic characteristics.",Cohort study
"Overall, the proportion of those who adhered to the guideline (adherence rate) for all seven nutrients was only 0.3%.","Narrative review, Expert opinion, Editorial, Ideas"
"This metaâanalysis of 11 RCTs suggests that vegetarian diets had a significant lowering effect on the concentrations of blood TC, LDLâC, HDLâC, and nonâHDLâC; however, no remarkable effect was detected on TG concentrations.",Meta-analysis
"Body weight gain was significantly lower in the HMW-BG group than the control group (p < 0.05); however, food intake was significantly lower in both LMW-BG and HMW-BG groups than the control group.",Randomised controlled trial
The study protocol was approved by the local ethics committee and written informed consent was obtained from all volunteers.,Randomised controlled trial
Consideration of EWAS/GWAS overlap for postprandial models highlighted 10 regions of interest that also consist of many strong cis-meQTL signals.,"Narrative review, Expert opinion, Editorial, Ideas"
High Na+ intake increased urinary Na+ excretion (placebo=140Â±68 versus Na+=282Â±70 mmolÂ·24Hâ?; P<0.001) and reduced flowâmediated dilation (placebo=7.2Â±2.4 versus Na+=4.2Â±1.7%; P<0.001).,Randomised controlled trial
"Ninety healthy, overweight and obese participants were randomized to receive 2 g daily of placebo or individual botanical extracts (the investigational product) for seven days.",Randomised controlled trial
The VH in the ileum was higher (P < 0.05) in the antibiotic and synbiotic groups compared with the control group.,Non-randomised controlled trial
This trial will study the effect of a healthy low-carbohydrate diet through behavioral intervention and key food supplementation among individuals not taking glucose-lowering medications who have elevated HbA1c (HbA1c 6.0â?.9%).,Randomised controlled trial
perfringens cecal loads at different supplementation levels compared with the control group [50].,Non-randomised controlled trial
"After excluding participants with missing data on height, weight, WC, and AAC, we finally selected 3,140 participants aged 40â?0 years from the NHANES 2013â?014 for this cross-sectional study.",Cross-sectional study
