PMCID,ORIGINAL SENTENCE,NER ANNOTATION,IAO SECTION
PMC10045327_v1,"At baseline, Student’s t-distribution comparisons were performed between the two arms of the study to verify if the groups were homogeneous.","[{""entity_group"": ""methodology"", ""word"": ""two arms"", ""start"": 77, ""end"": 85, ""score"": 0.9079318046569824}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC10045327_v1,"To analyze the evolution of the variables between groups, an analysis of variance for repeated measures was performed with an intrasubject factor (time manner: baseline and final for each study arm) and an intersubject factor (product: experimental and placebo).","[{""entity_group"": ""methodology"", ""word"": ""study arm"", ""start"": 188, ""end"": 197, ""score"": 0.9998838305473328}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 253, ""end"": 260, ""score"": 0.9997274875640869}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC10045327_v1,"As summarized in the flow diagram in Figure 2, after the recruitment and selection phase, a total of 117 subjects of both sexes were selected after verification of the inclusion and exclusion criteria, and they were randomly assigned to one of the two groups.","[{""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 182, ""end"": 200, ""score"": 0.9998704791069031}, {""entity_group"": ""methodology"", ""word"": ""randomly assigned"", ""start"": 216, ""end"": 233, ""score"": 0.9999051094055176}]",IAO:0000318 results section
PMC10045327_v1,"conducted an investigation to evaluate the clinical relevance of 4-F4t-NeuroP and 10-F4t-NeuroP in four neurological diseases (Rett syndrome, Down syndrome, multiple sclerosis, and autism spectrum disorder) compared with a control group of age-matched subjects, and found that the levels of 10-F4t-NeuroP were elevated in all diseases, and 4-F4t-NeuroP only in Rett syndrome and multiple sclerosis [51].","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 223, ""end"": 236, ""score"": 0.9998897314071655}]",IAO:0000319 discussion section
PMC10045327_v1,"In another study conducted by the same research group, it was observed that the ingestion of 200 mL of aronia juice in elite triathletes for 45 days reduced markers of CNS lipid peroxidation in urine samples compared to placebo [55].","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 220, ""end"": 227, ""score"": 0.9998323917388916}]",IAO:0000319 discussion section
PMC10045327_v1,"Another limitation was that the subjects were not exposed to additional OS; it was decided not to do so due to the long intervention period, and to prevent a greater number of losses to follow-up.","[{""entity_group"": ""methodology"", ""word"": ""intervention period"", ""start"": 120, ""end"": 139, ""score"": 0.999740719795227}]",IAO:0000319 discussion section
PMC10045327_v1,"In regard to future clinical trials, it would be appropriate to choose a population with certain previous pathologies, neurological disorders, or with a certain degree of inflammation, such as population with obesity, in order to determine whether there are improvements in these populations.","[{""entity_group"": ""methodology"", ""word"": ""clinical trials"", ""start"": 20, ""end"": 35, ""score"": 0.999786913394928}]",IAO:0000319 discussion section
PMC10045327_v1,"This study was conducted according to the guidelines of the Declaration of Helsinki, and was approved by the Ethics Committee of the Catholic University San Antonio of Murcia (UCAM) (date: 24 November 2017; code: CE111702).","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 42, ""end"": 52, ""score"": 0.9997962117195129}]",IAO:0000314 document part
PMC10062001_v1,"The low prevalence rate of vitamin E deficiency in urban adults of Wuhan from central China: findings from a single-center, cross-sectional study","[{""entity_group"": ""methodology"", ""word"": ""single - center"", ""start"": 109, ""end"": 122, ""score"": 0.9984612464904785}, {""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 124, ""end"": 145, ""score"": 0.9997878074645996}]",IAO:0000305 document title
PMC10062001_v1,A cross-sectional study with 846 adults was performed in a single-center.,"[{""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 2, ""end"": 23, ""score"": 0.9994325637817383}, {""entity_group"": ""methodology"", ""word"": ""single - center"", ""start"": 59, ""end"": 72, ""score"": 0.9668380618095398}]",IAO:0000315 textual abstract section
PMC10062001_v1,"A single-center, cross-sectional study was performed.","[{""entity_group"": ""methodology"", ""word"": ""single - center"", ""start"": 2, ""end"": 15, ""score"": 0.9834321141242981}, {""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 17, ""end"": 38, ""score"": 0.9990240335464478}]",IAO:0000317 methods section
PMC10062001_v1,"Firstly, the results are based on cross-sectional data and the sample size is small.","[{""entity_group"": ""methodology"", ""word"": ""cross - sectional"", ""start"": 34, ""end"": 49, ""score"": 0.998033881187439}]",IAO:0000319 discussion section
PMC10062001_v1,"Secondly, this a single-center study, and thus its explanatory power is limited.","[{""entity_group"": ""methodology"", ""word"": ""single - center study"", ""start"": 17, ""end"": 36, ""score"": 0.9863070249557495}]",IAO:0000319 discussion section
PMC10080385_v1,"According to advances in gene sequencing technologies, many findings of experimental animal and human studies of adults and children demonstrated that compositional and functional changes in the gut microbiota (dysbiosis) are associated with the development of obesity.","[{""entity_group"": ""methodology"", ""word"": ""animal and human studies"", ""start"": 85, ""end"": 109, ""score"": 0.9996045231819153}]",IAO:0000315 textual abstract section
PMC10080385_v1,"Many studies have reported that an increased Firmicutes/Bacteroidetes (F/B) ratio is a biomarker of obesity susceptibility; however, with the rapid accumulation of data, meta-analyses of human gut microbiota and obesity showed no clear association between F/B ratio and obesity status.","[{""entity_group"": ""methodology"", ""word"": ""meta - analyses"", ""start"": 170, ""end"": 183, ""score"": 0.9998243451118469}]",IAO:0000315 textual abstract section
PMC10080385_v1,"According to recent advances in gene sequencing technologies, extensive findings of experimental animal and human studies have demonstrated that compositional and functional changes in the gut microbiota, termed as dysbiosis, are associated with the development of obesity [8].","[{""entity_group"": ""methodology"", ""word"": ""animal and human studies"", ""start"": 97, ""end"": 121, ""score"": 0.998866081237793}]",IAO:0000314 document part
PMC10080385_v1,The first evidence of an obesogenic gut microbiota profile was obtained from animal studies.,"[{""entity_group"": ""methodology"", ""word"": ""animal studies"", ""start"": 77, ""end"": 91, ""score"": 0.9996494054794312}]",IAO:0000314 document part
PMC10080385_v1,Animal models have provided evidence of an association between gut microbiota and obesity.,"[{""entity_group"": ""methodology"", ""word"": ""animal models"", ""start"": 0, ""end"": 13, ""score"": 0.8195825815200806}]",IAO:0000314 document part
PMC10080385_v1,"Consistent with animal models, a human cross-sectional study revealed higher proportions of Firmicutes and relatively fewer Bacteroidetes in 12 obese volunteers versus lean adult controls [13].","[{""entity_group"": ""methodology"", ""word"": ""animal models"", ""start"": 16, ""end"": 29, ""score"": 0.9997186660766602}, {""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 39, ""end"": 60, ""score"": 0.9998529553413391}]",IAO:0000314 document part
PMC10080385_v1,"Moreover, interventional studies of weight reduction programs demonstrated a relationship between gut microbiota and obesity [15].","[{""entity_group"": ""methodology"", ""word"": ""interventional studies"", ""start"": 10, ""end"": 32, ""score"": 0.9937402606010437}]",IAO:0000314 document part
PMC10080385_v1,"Regarding pediatric obesity, most studies of the gut microbiota were cross-sectional in design.","[{""entity_group"": ""methodology"", ""word"": ""cross - sectional"", ""start"": 69, ""end"": 84, ""score"": 0.9956475496292114}]",IAO:0000314 document part
PMC10080385_v1,A cross-sectional study of Korean children also showed an association between the gut microbiota and pediatric obesity [20].,"[{""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 2, ""end"": 23, ""score"": 0.999855637550354}]",IAO:0000314 document part
PMC10080385_v1,One prospective study of children that investigated microbial changes associated with weight gain over a 4-year period showed that the microbiota–host–diet configuration could be a predictor of obesity [22].,"[{""entity_group"": ""methodology"", ""word"": ""prospective study"", ""start"": 4, ""end"": 21, ""score"": 0.9999340772628784}]",IAO:0000314 document part
PMC10080385_v1,A recently reported systematic review revealed that most studies supported this relationship [27].,"[{""entity_group"": ""methodology"", ""word"": ""systematic review"", ""start"": 20, ""end"": 37, ""score"": 0.9961075782775879}]",IAO:0000314 document part
PMC10080385_v1,"A cross-sectional study of Korean children suggested that the relative abundance of Bacteroidetes, but not Firmicutes, was decreased in the obese versus normal-weight group [20].","[{""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 2, ""end"": 23, ""score"": 0.9998891949653625}]",IAO:0000314 document part
PMC10080385_v1,"However, with the rapid accumulation of data, meta-analyses of human gut microbiota and obesity could not identify a clear trend between F/B ratio and obesity status [26].","[{""entity_group"": ""methodology"", ""word"": ""meta - analyses"", ""start"": 46, ""end"": 59, ""score"": 0.9996021389961243}]",IAO:0000314 document part
PMC10080385_v1,"A human pilot study revealed that butyrate oral supplementation beneficially affects glucose metabolism in lean but not metabolic syndrome individuals, presumably due to altered SCFA handling in insulin-resistant subjects [44].","[{""entity_group"": ""methodology"", ""word"": ""pilot study"", ""start"": 8, ""end"": 19, ""score"": 0.9882581233978271}]",IAO:0000314 document part
PMC10080385_v1,Associations between LPS concentrations and several aspects of metabolic syndrome were also noted in a systematic review of human studies [47].,"[{""entity_group"": ""methodology"", ""word"": ""systematic review"", ""start"": 103, ""end"": 120, ""score"": 0.9975191950798035}, {""entity_group"": ""methodology"", ""word"": ""human studies"", ""start"": 124, ""end"": 137, ""score"": 0.7728567719459534}]",IAO:0000314 document part
PMC10080385_v1,"Previous clinical trials aimed to determine the ability of prebiotics, probiotics, and synbiotics to reduce weight.","[{""entity_group"": ""methodology"", ""word"": ""clinical trials"", ""start"": 9, ""end"": 24, ""score"": 0.9987831115722656}]",IAO:0000314 document part
PMC10080385_v1,A randomized controlled trial of adults showed that the modification of gut microbiota composition by probiotics could reduce body weight [53].,"[{""entity_group"": ""methodology"", ""word"": ""randomized controlled trial"", ""start"": 2, ""end"": 29, ""score"": 0.999030590057373}]",IAO:0000314 document part
PMC10080385_v1,"Two randomized clinical trials showed that administration of synbiotics for 4 and 8 weeks to primary obese children significantly reduced their body weight and BMI z score and changed the results of other anthropometric analyses [57,58].","[{""entity_group"": ""methodology"", ""word"": ""randomized clinical trials"", ""start"": 4, ""end"": 30, ""score"": 0.9981410503387451}]",IAO:0000314 document part
PMC10097123_v1,"Significant differences in the excretion of steroid metabolites were found between normal weight children and children with obesity, especially in the prepubertal cohort.","[{""entity_group"": ""methodology"", ""word"": ""cohort"", ""start"": 163, ""end"": 169, ""score"": 0.9928653836250305}]",IAO:0000315 textual abstract section
PMC10097123_v1,"The control group comprised 76 children (35 girls and 41 boys) with normal weight, defined as BMI values between the 15th and 85th percentiles of the same reference channels for Polish children and adolescents.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 4, ""end"": 17, ""score"": 0.9999074935913086}]",IAO:0000317 methods section
